date,county,fips,doses_administered,new_doses_administered
2/18/2021,Butte,7,44594,1276
2/18/2021,Calaveras,9,8201,806
2/18/2021,Colusa,11,2254,152
2/18/2021,Contra Costa,13,236773,9395
2/18/2021,Del Norte,15,2894,181
2/18/2021,El Dorado,17,33106,1819
2/18/2021,Fresno,19,141387,6133
2/18/2021,Glenn,21,3914,92
2/18/2021,Humboldt,23,23788,573
2/18/2021,Imperial,25,18947,358
2/18/2021,Inyo,27,2647,30
2/18/2021,Kern,29,93097,3303
2/18/2021,Kings,31,10577,419
2/18/2021,Lake,33,9795,229
2/18/2021,Lassen,35,3118,153
2/18/2021,Los Angeles,37,1658678,72720
2/18/2021,Madera,39,18490,944
2/18/2021,Marin,41,63387,2811
2/18/2021,Mariposa,43,1190,0
2/18/2021,Mendocino,45,20022,302
2/18/2021,Merced,47,24798,882
2/18/2021,Modoc,49,1626,42
2/18/2021,Mono,51,7285,570
2/18/2021,Monterey,53,52140,2185
2/18/2021,Napa,55,35563,657
2/18/2021,Nevada,57,17368,1068
2/18/2021,Orange,59,577469,19762
2/18/2021,Placer,61,85687,2253
2/18/2021,Plumas,63,2246,121
2/18/2021,Riverside,65,342716,17700
2/18/2021,Sacramento,67,225143,7475
2/18/2021,San Benito,69,6471,179
2/18/2021,San Bernardino,71,276951,8579
2/18/2021,San Diego,73,652498,20661
2/18/2021,San Francisco,75,168215,6059
2/18/2021,San Joaquin,77,88651,3271
2/18/2021,San Luis Obispo,79,47374,2840
2/18/2021,San Mateo,81,158068,9960
2/18/2021,Santa Barbara,83,69142,2355
2/18/2021,Santa Clara,85,338514,11263
2/18/2021,Santa Cruz,87,59288,2570
2/18/2021,Shasta,89,22885,781
2/18/2021,Sierra,91,793,37
2/18/2021,Siskiyou,93,8190,395
2/18/2021,Solano,95,71415,1754
2/18/2021,Sonoma,97,104465,3951
2/18/2021,Stanislaus,99,73727,3051
2/18/2021,Sutter,101,14587,665
2/18/2021,Tehama,103,6855,340
2/18/2021,Trinity,105,1306,82
2/18/2021,Tulare,107,49063,3078
2/18/2021,Tuolumne,109,10295,503
2/18/2021,Ventura,111,136356,4799
2/18/2021,Yolo,113,39966,1138
2/18/2021,Yuba,115,7206,263
2/17/2021,Alameda,1,268734,8793
2/17/2021,Alpine,3,365,0
2/17/2021,Amador,5,6420,136
2/17/2021,Butte,7,43318,621
2/17/2021,Calaveras,9,7395,393
2/17/2021,Colusa,11,2102,126
2/17/2021,Contra Costa,13,227378,8057
2/17/2021,Del Norte,15,2713,49
2/17/2021,El Dorado,17,31287,892
2/17/2021,Fresno,19,135254,5726
2/17/2021,Glenn,21,3822,34
2/17/2021,Humboldt,23,23215,465
2/17/2021,Imperial,25,18589,581
2/17/2021,Inyo,27,2617,69
2/17/2021,Kern,29,89794,2878
2/17/2021,Kings,31,10158,398
2/17/2021,Lake,33,9566,360
2/17/2021,Lassen,35,2965,73
2/17/2021,Los Angeles,37,1585958,38959
2/17/2021,Madera,39,17546,694
2/17/2021,Marin,41,60576,919
2/17/2021,Mariposa,43,1190,0
2/17/2021,Mendocino,45,19720,247
2/17/2021,Merced,47,23916,986
2/17/2021,Modoc,49,1584,69
2/17/2021,Mono,51,6715,3
2/17/2021,Monterey,53,49955,875
2/17/2021,Napa,55,34906,1212
2/17/2021,Nevada,57,16300,728
2/17/2021,Orange,59,557707,10513
2/17/2021,Placer,61,83434,2778
2/17/2021,Plumas,63,2125,59
2/17/2021,Riverside,65,325016,9284
2/17/2021,Sacramento,67,217668,6629
2/17/2021,San Benito,69,6292,192
2/17/2021,San Bernardino,71,268372,9211
2/17/2021,San Diego,73,631837,16259
2/17/2021,San Francisco,75,162156,3670
2/17/2021,San Joaquin,77,85380,2411
2/17/2021,San Luis Obispo,79,44534,2346
2/17/2021,San Mateo,81,148108,2391
2/17/2021,Santa Barbara,83,66787,985
2/17/2021,Santa Clara,85,327251,10232
2/17/2021,Santa Cruz,87,56718,994
2/17/2021,Shasta,89,22104,693
2/17/2021,Sierra,91,756,0
2/17/2021,Siskiyou,93,7795,218
2/17/2021,Solano,95,69661,1140
2/17/2021,Sonoma,97,100514,4015
2/17/2021,Stanislaus,99,70676,2934
2/17/2021,Sutter,101,13922,214
2/17/2021,Tehama,103,6515,216
2/17/2021,Trinity,105,1224,1
2/17/2021,Tulare,107,45985,970
2/17/2021,Tuolumne,109,9792,358
2/17/2021,Ventura,111,131557,3851
2/17/2021,Yolo,113,38828,917
2/17/2021,Yuba,115,6943,118
2/16/2021,Alameda,1,259941,3896
2/16/2021,Alpine,3,365,0
2/16/2021,Amador,5,6284,193
2/16/2021,Butte,7,42697,128
2/16/2021,Calaveras,9,7002,142
2/16/2021,Colusa,11,1976,35
2/16/2021,Contra Costa,13,219321,2696
2/16/2021,Del Norte,15,2664,4
2/16/2021,El Dorado,17,30395,637
2/16/2021,Fresno,19,129528,2734
2/16/2021,Glenn,21,3788,6
2/16/2021,Humboldt,23,22750,83
2/16/2021,Imperial,25,18008,25
2/16/2021,Inyo,27,2548,20
2/16/2021,Kern,29,86916,1753
2/16/2021,Kings,31,9760,179
2/16/2021,Lake,33,9206,158
2/16/2021,Lassen,35,2892,5
2/16/2021,Los Angeles,37,1546999,25851
2/16/2021,Madera,39,16852,139
2/16/2021,Marin,41,59657,664
2/16/2021,Mariposa,43,1190,16
2/16/2021,Mendocino,45,19473,57
2/16/2021,Merced,47,22930,217
2/16/2021,Modoc,49,1515,2
2/16/2021,Mono,51,6712,170
2/16/2021,Monterey,53,49080,848
2/16/2021,Napa,55,33694,994
2/16/2021,Nevada,57,15572,253
2/16/2021,Orange,59,547194,14657
2/16/2021,Placer,61,80656,1603
2/16/2021,Plumas,63,2066,0
2/16/2021,Riverside,65,315732,7502
2/16/2021,Sacramento,67,211039,4215
2/16/2021,San Benito,69,6100,71
2/16/2021,San Bernardino,71,259161,4161
2/16/2021,San Diego,73,615578,10193
2/16/2021,San Francisco,75,158486,2180
2/16/2021,San Joaquin,77,82969,1516
2/16/2021,San Luis Obispo,79,42188,289
2/16/2021,San Mateo,81,145717,2249
2/16/2021,Santa Barbara,83,65802,464
2/16/2021,Santa Clara,85,317019,5173
2/16/2021,Santa Cruz,87,55724,1320
2/16/2021,Shasta,89,21411,310
2/16/2021,Sierra,91,756,0
2/16/2021,Siskiyou,93,7577,67
2/16/2021,Solano,95,68521,929
2/16/2021,Sonoma,97,96499,2446
2/16/2021,Stanislaus,99,67742,1733
2/16/2021,Sutter,101,13708,106
2/16/2021,Tehama,103,6299,26
2/16/2021,Trinity,105,1223,44
2/16/2021,Tulare,107,45015,395
2/16/2021,Tuolumne,109,9434,27
2/16/2021,Ventura,111,127706,2390
2/16/2021,Yolo,113,37911,1488
2/16/2021,Yuba,115,6825,54
2/15/2021,Alameda,1,256045,6959
2/15/2021,Alpine,3,365,0
2/15/2021,Amador,5,6091,153
2/15/2021,Butte,7,42569,257
2/15/2021,Calaveras,9,6860,208
2/15/2021,Colusa,11,1941,29
2/15/2021,Contra Costa,13,216625,2569
2/15/2021,Del Norte,15,2660,3
2/15/2021,El Dorado,17,29758,417
2/15/2021,Fresno,19,126794,3881
2/15/2021,Glenn,21,3782,49
2/15/2021,Humboldt,23,22667,657
2/15/2021,Imperial,25,17983,1262
2/15/2021,Inyo,27,2528,0
2/15/2021,Kern,29,85163,1526
2/15/2021,Kings,31,9581,138
2/15/2021,Lake,33,9048,31
2/15/2021,Lassen,35,2887,4
2/15/2021,Los Angeles,37,1521148,49561
2/15/2021,Madera,39,16713,438
2/15/2021,Marin,41,58993,1235
2/15/2021,Mariposa,43,1174,0
2/15/2021,Mendocino,45,19416,873
2/15/2021,Merced,47,22713,196
2/15/2021,Modoc,49,1513,0
2/15/2021,Mono,51,6542,644
2/15/2021,Monterey,53,48232,637
2/15/2021,Napa,55,32700,478
2/15/2021,Nevada,57,15319,254
2/15/2021,Orange,59,532537,32633
2/15/2021,Placer,61,79053,1260
2/15/2021,Plumas,63,2066,0
2/15/2021,Riverside,65,308230,14056
2/15/2021,Sacramento,67,206824,4176
2/15/2021,San Benito,69,6029,45
2/15/2021,San Bernardino,71,255000,6151
2/15/2021,San Diego,73,605385,10711
2/15/2021,San Francisco,75,156306,3707
2/15/2021,San Joaquin,77,81453,2897
2/15/2021,San Luis Obispo,79,41899,461
2/15/2021,San Mateo,81,143468,3505
2/15/2021,Santa Barbara,83,65338,713
2/15/2021,Santa Clara,85,311846,5696
2/15/2021,Santa Cruz,87,54404,1360
2/15/2021,Shasta,89,21101,397
2/15/2021,Sierra,91,756,0
2/15/2021,Siskiyou,93,7510,93
2/15/2021,Solano,95,67592,1012
2/15/2021,Sonoma,97,94053,1027
2/15/2021,Stanislaus,99,66009,641
2/15/2021,Sutter,101,13602,131
2/15/2021,Tehama,103,6273,130
2/15/2021,Trinity,105,1179,0
2/15/2021,Tulare,107,44620,3758
2/15/2021,Tuolumne,109,9407,190
2/15/2021,Ventura,111,125316,2280
2/15/2021,Yolo,113,36423,925
2/15/2021,Yuba,115,6771,77
